"","dz_2014_strat_0","dz_2014_strat_1","dz_2014_strat_2.5","dz_2014_strat_5","dz_2014_strat_11","dz_2014_strat_15","dz_2014_strat_17","dz_2014_unstrat_0","dz_2014_unstrat_1","dz_2014_unstrat_2.5","dz_2014_unstrat_5","dz_2014_unstrat_11","dz_2014_unstrat_15","dz_2014_unstrat_17","dz_2015_strat_0","dz_2015_strat_1","dz_2015_strat_2.5","dz_2015_strat_5","dz_2015_strat_11","dz_2015_strat_15","dz_2015_strat_17","dz_2015_unstrat_0.25","dz_2015_unstrat_1","dz_2015_unstrat_2.5","dz_2015_unstrat_5","dz_2015_unstrat_11","dz_2015_unstrat_15","dz_2015_unstrat_17","taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species"
"Euk_OTU_40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,"Eukaryota; Ochrophyta; Diatomea; Bacillariophytina; Bacillariophyceae; Gyrosigma; Gyrosigma acuminatum","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Gyrosigma","Gyrosigmaacuminatum"
"Euk_OTU_41",105,77,15,3,25,0,0,9,0,6,0,0,0,0,43,65,100,1,0,1,17,42,42,11,55,9,26,4,"Eukaryota; Stramenopile; Blastocystae; Unclassified; Unclassified; Unclassified; Unclassified","Eukaryota","Stramenopile","Blastocystae","Unclassified","Unclassified","Unclassified","Unclassified"
"Euk_OTU_44",0,0,109,82,4,1,0,0,3,0,0,0,0,0,0,0,273,15,0,0,48,1,7,7,23,0,3,61,"Eukaryota; Ochrophyta; Diatomea; Bacillariophyta; unknown family; unknown genus; unknown species","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","unknownfamily","unknowngenus","unknownspecies"
"Euk_OTU_45",0,0,1,14,14,8,73,78,18,19,40,40,133,60,0,0,0,10,42,22,44,9,28,15,14,11,14,18,"Eukaryota; Stramenopile; Placididea; unknown order; unknown family; Suigetsumonas; unknown species","Eukaryota","Stramenopile","Placididea","unknownorder","unknownfamily","Suigetsumonas","unknownspecies"
"Euk_OTU_51",70,78,9,0,39,0,0,3,0,0,10,0,0,0,23,105,67,40,0,3,1,32,29,20,20,1,41,11,"Eukaryota; Stramenopile; Blastocystae; Unclassified; Unclassified; Unclassified; Unclassified","Eukaryota","Stramenopile","Blastocystae","Unclassified","Unclassified","Unclassified","Unclassified"
"Euk_OTU_52",6,2,12,2,0,0,0,6,7,10,9,4,0,0,8,2,10,6,1,0,0,107,87,74,19,33,56,78,"Eukaryota; Ancyromonadida; unknown class; unknown order; unknown family; Ancyromonas; Planomonas micra","Eukaryota","Ancyromonadida","unknownclass","unknownorder","unknownfamily","Ancyromonas","Planomonasmicra"
"Euk_OTU_53",1,0,1,0,3,43,43,0,0,3,13,0,0,33,0,0,0,3,3,10,27,1,1,1,1,155,0,8,"Eukaryota; Ascomycota; Eurotiomycetes; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Eurotiomycetes","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_54",0,37,3,90,0,0,0,29,7,16,39,0,116,0,0,9,4,2,0,1,0,0,3,0,10,0,0,0,"Eukaryota; Basidiomycota; Exobasidiomycetes; Malasseziales; unknown family; Malassezia; Multi-affiliation","Eukaryota","Basidiomycota","Exobasidiomycetes","Malasseziales","unknownfamily","Malassezia","Multi-affiliation"
"Euk_OTU_55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Apicomplexa; Conoidasida; Gregarinasina; unknown family; unknown genus; Psychodiella chagasi","Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","unknownfamily","unknowngenus","Psychodiellachagasi"
"Euk_OTU_58",5,12,0,0,1,0,0,0,6,0,13,8,0,0,60,112,77,4,1,0,1,56,39,15,42,3,56,0,"Eukaryota; Stramenopile; Blastocystae; Unclassified; Unclassified; Unclassified; Unclassified","Eukaryota","Stramenopile","Blastocystae","Unclassified","Unclassified","Unclassified","Unclassified"
"Euk_OTU_60",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"Eukaryota; Apicomplexa; Conoidasida; Cryptosporida; unknown family; Cryptosporidium; unknown species","Eukaryota","Apicomplexa","Conoidasida","Cryptosporida","unknownfamily","Cryptosporidium","unknownspecies"
"Euk_OTU_63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Eukaryota; Apicomplexa; Conoidasida; Cryptosporida; unknown family; Cryptosporidium; Cryptosporidium struthionis","Eukaryota","Apicomplexa","Conoidasida","Cryptosporida","unknownfamily","Cryptosporidium","Cryptosporidiumstruthionis"
"Euk_OTU_64",0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,12,"Eukaryota; Basidiomycota; Exobasidiomycetes; Malasseziales; unknown family; Malassezia; Multi-affiliation","Eukaryota","Basidiomycota","Exobasidiomycetes","Malasseziales","unknownfamily","Malassezia","Multi-affiliation"
"Euk_OTU_65",8,7,2,0,0,0,0,28,55,41,32,40,13,1,9,6,4,3,3,1,0,23,36,36,11,21,28,8,"Eukaryota; Jakobida; unknown class; unknown order; unknown family; Jakoba; Jakoba libera","Eukaryota","Jakobida","unknownclass","unknownorder","unknownfamily","Jakoba","Jakobalibera"
"Euk_OTU_67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"Eukaryota; Stramenopile; Blastocystae; Unclassified; Unclassified; Unclassified; Unclassified","Eukaryota","Stramenopile","Blastocystae","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Euk_OTU_71",0,0,1,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,"Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_72",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Apicomplexa; Conoidasida; Cryptosporida; unknown family; Cryptosporidium; unknown species","Eukaryota","Apicomplexa","Conoidasida","Cryptosporida","unknownfamily","Cryptosporidium","unknownspecies"
"Euk_OTU_73",1,13,0,0,0,0,274,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Basidiomycota; Agaricomycetes; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Basidiomycota","Agaricomycetes","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_76",1,0,0,25,7,0,11,0,0,6,17,22,287,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,"Eukaryota; Basidiomycota; Exobasidiomycetes; Malasseziales; unknown family; Malassezia; unknown species","Eukaryota","Basidiomycota","Exobasidiomycetes","Malasseziales","unknownfamily","Malassezia","unknownspecies"
"Euk_OTU_78",9,4,5,2,2,0,0,27,45,60,24,41,8,1,13,5,2,1,2,1,0,48,25,46,10,10,28,9,"Eukaryota; Jakobida; unknown class; unknown order; unknown family; Jakoba; Jakoba libera","Eukaryota","Jakobida","unknownclass","unknownorder","unknownfamily","Jakoba","Jakobalibera"
"Euk_OTU_79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Viridiplantae; Chlorophyceae; unknown order; unknown family; unknown genus; unknown species","Eukaryota","Viridiplantae","Chlorophyceae","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Euk_OTU_80",0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Cercozoa; Glissomonadida; unknown order; unknown family; Heteromita; unknown species","Eukaryota","Cercozoa","Glissomonadida","unknownorder","unknownfamily","Heteromita","unknownspecies"
"Euk_OTU_83",0,0,0,11,175,9,89,0,1,9,0,0,0,32,0,30,0,3,1,2,54,0,0,0,0,7,0,5,"Eukaryota; Ascomycota; Saccharomycetes; Saccharomycetales; unknown family; unknown genus; unknown species","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","unknownfamily","unknowngenus","unknownspecies"
"Euk_OTU_85",2,3,4,2,2,0,0,28,32,47,30,22,5,0,5,8,2,1,1,1,0,24,15,17,14,19,32,4,"Eukaryota; Jakobida; unknown class; unknown order; unknown family; Jakoba; Jakoba libera","Eukaryota","Jakobida","unknownclass","unknownorder","unknownfamily","Jakoba","Jakobalibera"
"Euk_OTU_87",7,1,4,1,0,0,0,6,8,6,1,8,2,0,9,1,6,3,1,0,0,54,34,42,13,27,30,34,"Eukaryota; Ancyromonadida; unknown class; unknown order; unknown family; Ancyromonas; Planomonas micra","Eukaryota","Ancyromonadida","unknownclass","unknownorder","unknownfamily","Ancyromonas","Planomonasmicra"
"Euk_OTU_88",79,80,5,2,4,0,0,1,0,0,0,0,1,0,16,82,91,2,1,5,0,47,42,8,13,88,19,3,"Eukaryota; Stramenopile; Blastocystae; Unclassified; Unclassified; Unclassified; Unclassified","Eukaryota","Stramenopile","Blastocystae","Unclassified","Unclassified","Unclassified","Unclassified"
"Euk_OTU_89",5,8,41,95,64,0,0,0,0,1,0,0,0,42,0,1,0,0,6,0,0,13,9,0,1,0,0,121,"Eukaryota; Ascomycota; Sordariomycetes; unknown order; Plectosphaerellaceae; unknown genus; Multi-affiliation","Eukaryota","Ascomycota","Sordariomycetes","unknownorder","Plectosphaerellaceae","unknowngenus","Multi-affiliation"
"Euk_OTU_95",0,0,0,0,3,0,0,0,6,2,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,"Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_99",1,14,15,85,0,70,0,0,0,1,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,5,"Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; unknown family; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","unknownfamily","Multi-affiliation","Multi-affiliation"
"Euk_OTU_101",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,20,0,0,0,0,0,0,0,"Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_104",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"Eukaryota; Ascomycota; Sordariomycetes; Xylariales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Sordariomycetes","Xylariales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_110",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Basidiomycota; Agaricomycetes; Russulales; Peniophoraceae; Peniophora; Peniophora nuda","Eukaryota","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophoranuda"
"Euk_OTU_111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,"Eukaryota; Ascomycota; Sordariomycetes; unknown order; unknown family; unknown genus; unknown species","Eukaryota","Ascomycota","Sordariomycetes","unknownorder","unknownfamily","unknowngenus","unknownspecies"
"Euk_OTU_113",1,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; unknown family; unknown genus; Pleosporales sp.","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","unknownfamily","unknowngenus","Pleosporalessp."
"Euk_OTU_115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Eukaryota; Apicomplexa; Conoidasida; Cryptosporida; unknown family; Cryptosporidium; Colpodella sp.","Eukaryota","Apicomplexa","Conoidasida","Cryptosporida","unknownfamily","Cryptosporidium","Colpodellasp."
"Euk_OTU_122",3,0,0,0,2,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Basidiomycota; Agaricomycetes; Corticiales; Corticiaceae; Laetisaria; Laetisaria lichenicola","Eukaryota","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Laetisaria","Laetisarialichenicola"
"Euk_OTU_126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,1,0,120,"Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_128",0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Leotiomycetes","Helotiales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_137",62,56,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_139",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"Eukaryota; Basidiomycota; Agaricomycetes; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Basidiomycota","Agaricomycetes","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_149",8,0,81,0,0,0,0,0,0,0,1,0,0,4,1,1,15,0,0,0,34,2,13,0,0,0,0,0,"Eukaryota; Ciliophora; Intramacronucleata; Spirotrichea; Hypotrichia; Multi-affiliation; Multi-affiliation","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Multi-affiliation","Multi-affiliation"
"Euk_OTU_155",40,34,6,0,0,0,0,0,0,1,0,0,0,0,21,18,3,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Stramenopile; Blastocystae; Unclassified; Unclassified; Unclassified; Unclassified","Eukaryota","Stramenopile","Blastocystae","Unclassified","Unclassified","Unclassified","Unclassified"
"Euk_OTU_157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Eukaryota; Apicomplexa; Conoidasida; Gregarinasina; unknown family; unknown genus; Psychodiella chagasi","Eukaryota","Apicomplexa","Conoidasida","Gregarinasina","unknownfamily","unknowngenus","Psychodiellachagasi"
"Euk_OTU_163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,"Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; unknown family; unknown genus; Cryptococcus sp.","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","unknownfamily","unknowngenus","Cryptococcussp."
"Euk_OTU_168",0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2,"Eukaryota; Basidiomycota; Agaricomycetes; Agaricales; Agaricaceae; Agaricus; Multi-affiliation","Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Multi-affiliation"
"Euk_OTU_177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Viridiplantae; Chlorophyceae; Chlamydomonadales; unknown family; Tetracystis; Multi-affiliation","Eukaryota","Viridiplantae","Chlorophyceae","Chlamydomonadales","unknownfamily","Tetracystis","Multi-affiliation"
"Euk_OTU_186",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"Eukaryota; Ascomycota; Dothideomycetes; Botryosphaeriales; unknown family; unknown genus; fungal sp.","Eukaryota","Ascomycota","Dothideomycetes","Botryosphaeriales","unknownfamily","unknowngenus","fungalsp."
"Euk_OTU_190",0,0,38,27,0,0,0,11,0,1,0,0,0,0,0,0,0,2,0,15,0,3,0,0,0,0,0,0,"Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_196",0,0,0,0,0,53,0,0,0,0,0,0,68,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Basidiomycota; Agaricostilbomycetes; Agaricostilbales; Agaricostilbaceae; Bensingtonia; Sporobolomyces phaffii","Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Bensingtonia","Sporobolomycesphaffii"
"Euk_OTU_205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Apicomplexa; Conoidasida; Cryptosporida; unknown family; Cryptosporidium; unknown species","Eukaryota","Apicomplexa","Conoidasida","Cryptosporida","unknownfamily","Cryptosporidium","unknownspecies"
"Euk_OTU_216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Eukaryota; Cercozoa; Glissomonadida; unknown order; unknown family; Heteromita; unknown species","Eukaryota","Cercozoa","Glissomonadida","unknownorder","unknownfamily","Heteromita","unknownspecies"
"Euk_OTU_221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Eukaryota; Cercozoa; Glissomonadida; unknown order; unknown family; Heteromita; unknown species","Eukaryota","Cercozoa","Glissomonadida","unknownorder","unknownfamily","Heteromita","unknownspecies"
"Euk_OTU_225",0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,2,15,0,0,0,0,0,118,0,77,0,0,"Eukaryota; Ascomycota; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; unknown family; Stachybotrys; Multi-affiliation","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","unknownfamily","Stachybotrys","Multi-affiliation"
"Euk_OTU_230",23,12,1,0,0,0,0,0,0,0,0,3,0,0,2,52,16,0,0,0,0,7,6,14,1,54,0,1,"Eukaryota; Stramenopile; Blastocystae; Unclassified; Unclassified; Unclassified; Unclassified","Eukaryota","Stramenopile","Blastocystae","Unclassified","Unclassified","Unclassified","Unclassified"
"Euk_OTU_232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Eukaryota; Ochrophyta; Diatomea; Bacillariophytina; Bacillariophyceae; Multi-affiliation; Multi-affiliation","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Multi-affiliation","Multi-affiliation"
"Euk_OTU_235",1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,9,8,12,4,6,5,12,"Eukaryota; Ancyromonadida; unknown class; unknown order; unknown family; Ancyromonas; Planomonas micra","Eukaryota","Ancyromonadida","unknownclass","unknownorder","unknownfamily","Ancyromonas","Planomonasmicra"
"Euk_OTU_238",12,5,0,3,0,0,0,0,0,0,0,4,0,0,18,0,7,0,0,0,0,3,2,0,0,0,1,0,"Eukaryota; Stramenopile; Blastocystae; Unclassified; Unclassified; Unclassified; Unclassified","Eukaryota","Stramenopile","Blastocystae","Unclassified","Unclassified","Unclassified","Unclassified"
"Euk_OTU_243",9,3,1,2,0,0,0,0,0,0,0,0,0,0,13,5,1,22,0,0,0,5,3,21,0,0,0,5,"Eukaryota; Stramenopile; Blastocystae; Unclassified; Unclassified; Unclassified; Unclassified","Eukaryota","Stramenopile","Blastocystae","Unclassified","Unclassified","Unclassified","Unclassified"
"Euk_OTU_244",2,0,0,0,0,0,0,12,14,11,6,9,0,0,0,0,0,0,0,0,0,27,21,18,4,14,11,2,"Eukaryota; Stramenopile; Bicosoecida; unknown order; unknown family; Bicosoeca; Stramenopile sp.","Eukaryota","Stramenopile","Bicosoecida","unknownorder","unknownfamily","Bicosoeca","Stramenopilesp."
"Euk_OTU_247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Eukaryota; Ochrophyta; Diatomea; Bacillariophytina; Bacillariophyceae; unknown genus; unknown species","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","unknowngenus","unknownspecies"
"Euk_OTU_249",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,"Eukaryota; Ascomycota; Dothideomycetes; Capnodiales; unknown family; unknown genus; Cladosporium sp.","Eukaryota","Ascomycota","Dothideomycetes","Capnodiales","unknownfamily","unknowngenus","Cladosporiumsp."
"Euk_OTU_254",0,0,0,0,0,0,0,24,23,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,"Eukaryota; Ochrophyta; Diatomea; Bacillariophytina; Bacillariophyceae; Anomoeoneis; Anomoeoneis sphaerophora","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Anomoeoneis","Anomoeoneissphaerophora"
"Euk_OTU_259",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,21,5,0,0,0,0,7,"Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_265",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Multi-affiliation; Multi-affiliation; Multi-affiliation","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Multi-affiliation","Multi-affiliation","Multi-affiliation"
"Euk_OTU_276",0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota; Basidiomycota; Agaricomycetes; unknown order; unknown family; unknown genus; Cerrena sp.","Eukaryota","Basidiomycota","Agaricomycetes","unknownorder","unknownfamily","unknowngenus","Cerrenasp."
"Euk_OTU_326",0,0,2,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"Eukaryota; Basidiomycota; Tremellomycetes; Cystofilobasidiales; Cystofilobasidiaceae; Multi-affiliation; Multi-affiliation","Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Multi-affiliation","Multi-affiliation"
